"249180010","PSZCZYNA","2001","01",-1.5,"",.0,"8",1.2,"",5.9,""
"249180010","PSZCZYNA","2001","02",.0,"",.0,"8",1.6,"",4.6,""
"249180010","PSZCZYNA","2001","03",3.3,"",.0,"8",1.7,"",5.6,""
"249180010","PSZCZYNA","2001","04",7.5,"",.0,"8",1.3,"",5.7,""
"249180010","PSZCZYNA","2001","05",14.6,"",.0,"8",1.4,"",3.9,""
"249180010","PSZCZYNA","2001","06",14.7,"",.0,"8",1.0,"",5.4,""
"249180010","PSZCZYNA","2001","07",19.2,"",.0,"8",.9,"",5.2,""
"249180010","PSZCZYNA","2001","08",19.5,"",.0,"8",.9,"",3.8,""
"249180010","PSZCZYNA","2001","09",11.9,"",.0,"8",1.2,"",6.5,""
"249180010","PSZCZYNA","2001","10",11.8,"",.0,"8",1.2,"",5.0,""
"249180010","PSZCZYNA","2001","11",1.8,"",.0,"8",1.6,"",6.3,""
"249180010","PSZCZYNA","2001","12",-4.6,"",.0,"8",1.8,"",6.7,""
"249180130","CIESZYN","2001","01",-.9,"",87.1,"",1.9,"",4.9,""
"249180130","CIESZYN","2001","02",.4,"",81.2,"",2.5,"",4.7,""
"249180130","CIESZYN","2001","03",4.6,"",81.3,"",2.3,"",6.0,""
"249180130","CIESZYN","2001","04",7.8,"",76.6,"",1.6,"",5.5,""
"249180130","CIESZYN","2001","05",14.1,"",80.6,"",1.9,"",3.5,""
"249180130","CIESZYN","2001","06",14.7,"",80.2,"",1.6,"",5.5,""
"249180130","CIESZYN","2001","07",18.8,"",84.6,"",1.8,"",4.9,""
"249180130","CIESZYN","2001","08",19.1,"",80.4,"",1.5,"",3.3,""
"249180130","CIESZYN","2001","09",12.2,"",87.5,"",1.8,"",6.3,""
"249180130","CIESZYN","2001","10",12.0,"",87.2,"",1.6,"",4.4,""
"249180130","CIESZYN","2001","11",2.3,"",86.4,"",1.9,"",6.0,""
"249180130","CIESZYN","2001","12",-4.0,"",88.4,"",2.0,"",6.3,""
"249180160","BRENNA","2001","01",-.8,"",77.9,"",2.4,"",5.9,""
"249180160","BRENNA","2001","02",.6,"",73.6,"",3.0,"",5.8,""
"249180160","BRENNA","2001","03",4.4,"",74.5,"",2.3,"",6.5,""
"249180160","BRENNA","2001","04",7.5,"",74.2,"",2.0,"",5.9,""
"249180160","BRENNA","2001","05",14.1,"",64.2,"",1.9,"",4.0,""
"249180160","BRENNA","2001","06",14.4,"",79.3,"",1.6,"",6.1,""
"249180160","BRENNA","2001","07",18.4,"",81.1,"",1.7,"",5.4,""
"249180160","BRENNA","2001","08",18.9,"",84.1,"",1.5,"",3.7,""
"249180160","BRENNA","2001","09",11.8,"",89.9,"",1.9,"",6.4,""
"249180160","BRENNA","2001","10",12.0,"",87.6,"",2.1,"",4.8,""
"249180160","BRENNA","2001","11",1.9,"",89.5,"",2.1,"",6.4,""
"249180160","BRENNA","2001","12",-5.2,"",86.6,"",2.3,"",7.1,""
"249180230","WIS£A","2001","01",-1.5,"",.0,"8",2.3,"",5.2,""
"249180230","WIS£A","2001","02",-.8,"",.0,"8",2.6,"",5.0,""
"249180230","WIS£A","2001","03",3.2,"",.0,"8",1.9,"",6.3,""
"249180230","WIS£A","2001","04",6.7,"",.0,"8",2.0,"",5.8,""
"249180230","WIS£A","2001","05",13.3,"",.0,"8",1.7,"",4.0,""
"249180230","WIS£A","2001","06",13.6,"",.0,"8",1.4,"",5.8,""
"249180230","WIS£A","2001","07",17.9,"",.0,"8",1.2,"",5.4,""
"249180230","WIS£A","2001","08",17.7,"",.0,"8",.8,"",4.0,""
"249180230","WIS£A","2001","09",10.9,"",.0,"8",1.0,"",6.4,""
"249180230","WIS£A","2001","10",10.5,"",.0,"8",1.3,"",4.5,""
"249180230","WIS£A","2001","11",1.1,"",.0,"8",2.0,"",6.5,""
"249180230","WIS£A","2001","12",-5.8,"",.0,"8",2.0,"",5.7,""
"249180260","ISTEBNA-KUBALONKA","2001","01",-2.8,"",93.8,"",2.0,"",5.2,""
"249180260","ISTEBNA-KUBALONKA","2001","02",-2.2,"",91.8,"",2.0,"",4.9,""
"249180260","ISTEBNA-KUBALONKA","2001","03",1.2,"",92.8,"",2.0,"",6.6,""
"249180260","ISTEBNA-KUBALONKA","2001","04",4.8,"",90.3,"",1.9,"",5.6,""
"249180260","ISTEBNA-KUBALONKA","2001","05",12.2,"",87.2,"",1.7,"",3.5,""
"249180260","ISTEBNA-KUBALONKA","2001","06",11.8,"",91.3,"",1.1,"",5.5,""
"249180260","ISTEBNA-KUBALONKA","2001","07",16.1,"",93.5,"",1.4,"",5.3,""
"249180260","ISTEBNA-KUBALONKA","2001","08",16.9,"",92.1,"",1.2,"",3.5,""
"249180260","ISTEBNA-KUBALONKA","2001","09",9.1,"",95.7,"",1.2,"",6.1,""
"249180260","ISTEBNA-KUBALONKA","2001","10",9.8,"",93.9,"",1.5,"",4.8,""
"249180260","ISTEBNA-KUBALONKA","2001","11",-1.1,"",96.8,"",1.8,"",6.5,""
"249180260","ISTEBNA-KUBALONKA","2001","12",-7.3,"",94.9,"",1.7,"",5.6,""
"249190090","INWA£D","2001","01",-1.4,"",.0,"8",.0,"8",5.3,""
"249190090","INWA£D","2001","02",.5,"",.0,"8",.0,"8",4.6,""
"249190090","INWA£D","2001","03",3.6,"",.0,"8",.0,"8",4.5,""
"249190090","INWA£D","2001","04",7.6,"",.0,"8",.0,"8",4.1,""
"249190090","INWA£D","2001","05",14.3,"",.0,"8",.0,"8",2.1,""
"249190090","INWA£D","2001","06",14.4,"",.0,"8",.0,"8",3.3,""
"249190090","INWA£D","2001","07",18.9,"",.0,"8",.0,"8",3.1,""
"249190090","INWA£D","2001","08",19.0,"",.0,"8",.0,"8",1.8,""
"249190090","INWA£D","2001","09",11.8,"",.0,"8",.0,"8",4.7,""
"249190090","INWA£D","2001","10",11.9,"",.0,"8",.0,"8",2.5,""
"249190090","INWA£D","2001","11",1.9,"",.0,"8",.0,"8",5.1,""
"249190090","INWA£D","2001","12",-4.6,"",.0,"8",.0,"8",6.3,""
"249190130","MIÊDZYBRODZIE BIALSKIE","2001","01",-.7,"",.0,"8",.0,"8",6.3,""
