data,temp_średnia,temp_max,temp_min,tng,wilg_rh,wil_va,chmurka,v_wiatru,v1,v2,cisn_mslp,cisn_ppp,suma_opadu,opady_x,opady_y,snieg_cm,snieg_mm,1,2,3,4,5,6,7,8
2018-07-24,20.0,24.6,15.3,-,-,-,  1.7,  3.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-23,19.9,26.4,12.2,-,-,-,  2.7,  2.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-22,20.0,24.4,14.6,-,-,-,  4.3,  2.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-21,19.5,26.0,12.5,-,-,-,  4.3,  1.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-20,20.4,25.1,16.8,-,-,-,  0.7,  7.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-19,21.2,26.1,17.5,-,-,-,  6.7,  5.3,-,-,-,-,1.8,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-18,21.5,26.8,18.7,-,-,-,  6.0,  5.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-17,19.4,21.5,17.7,-,-,-,  7.7,  3.3,-,-,-,-,26.1,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-16,20.1,25.2,14.3,-,-,-,  5.7,  4.0,-,-,-,-,3.5,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-15,20.2,25.8,14.7,-,-,-,  4.3,  5.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-14,18.7,23.4,16.0,-,-,-,  5.7,  5.7,-,-,-,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-13,17.1,18.8,15.4,-,-,-,  7.7,  5.0,-,-,-,-,3.4,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-12,17.9,20.3,16.4,-,-,-,  7.0,  2.0,-,-,-,-,8.4,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-11,19.8,24.7,15.7,-,-,-,  6.3,  4.0,-,-,-,-,11.3,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-10,18.0,21.8,15.6,-,-,-,  7.3,  4.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-09,17.5,25.9,9.7,-,-,-,  6.3,  3.7,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-08,17.8,21.2,14.1,-,-,-,  4.7,  2.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-07,18.0,24.8,12.3,-,-,-,  4.7,  4.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-06,18.5,24.1,13.0,-,-,-,  4.7,  6.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-05,18.5,24.1,12.8,-,-,-,  3.3,  7.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-04,21.7,28.2,13.8,-,-,-,  1.7,  5.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-03,17.3,21.0,12.9,-,-,-,  6.0,  5.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-07-02,14.9,19.0,11.3,-,-,-,  7.3,  7.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-01,16.4,21.6,12.8,-,-,-,  7.3,  2.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-31,17.5,20.9,15.8,-,-,-,  6.0,  2.7,-,-,-,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-30,17.5,23.2,11.2,-,-,-,  5.7,  4.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-29,14.4,20.5,9.3,-,-,-,  4.0,  2.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-28,15.9,20.2,13.4,-,-,-,  7.0,  3.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-27,14.5,20.0,7.8,-,-,-,  7.7,  3.0,-,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-26,14.1,19.1,10.9,-,-,-,  5.7,  3.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-25,15.7,19.1,13.9,-,-,-,  7.7,  1.7,-,-,-,-,3.8,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-24,18.1,22.6,14.8,-,-,-,  7.0,  3.3,-,-,-,-,13.4,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-23,20.5,27.6,13.7,-,-,-,  0.7,  3.0,-,-,-,-,5.3,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-22,16.1,23.4,7.9,-,-,-,  2.0,  2.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-21,16.6,21.5,13.5,-,-,-,  2.3,  4.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-20,19.5,25.0,14.1,-,-,-,  6.7,  4.7,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-19,18.2,25.1,11.6,-,-,-,  7.0,  3.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-18,19.0,24.2,15.3,-,-,-,  6.0,  3.0,-,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-17,20.4,26.7,14.4,-,-,-,  3.3,  2.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-16,18.2,23.9,12.5,-,-,-,  2.3,  1.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-15,18.4,22.0,16.1,-,-,-,  4.7,  5.0,-,-,-,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-14,18.7,22.9,16.5,-,-,-,  7.0,  2.0,-,-,-,-,4.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-13,18.9,24.1,15.1,-,-,-,  7.0,  3.0,-,-,-,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-12,17.0,21.4,12.8,-,-,-,  5.3,  5.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-11,18.0,23.8,13.3,-,-,-,  5.0,  2.3,-,-,-,-,3.3,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-10,23.1,27.4,19.7,-,-,-,  7.0,  3.7,-,-,-,-,3.9,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-09,24.9,31.2,18.2,-,-,-,  6.3,  3.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-08,24.5,30.9,18.6,-,-,-,  0.7,  4.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-07,21.9,28.5,14.0,-,-,-,  4.0,  2.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-06,19.2,23.1,15.1,-,-,-,  3.7,  5.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-05,20.0,23.5,17.7,-,-,-,  6.0,  6.3,-,-,-,-,1.7,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-04,21.8,28.2,14.3,-,-,-,  3.3,  3.3,-,-,-,-,10.4,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-03,22.3,27.7,17.2,-,-,-,  1.3,  4.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-08-02,23.9,30.9,18.8,-,-,-,  5.3,  2.3,-,-,-,-,2.9,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-01,7.9,16.1,1.6,-,-,-,  4.3,  2.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-30,9.6,15.1,5.2,-,-,-,  6.3,  2.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-29,7.1,13.9,2.2,-,-,-,  3.3,  1.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-28,10.3,16.7,6.6,-,-,-,  5.0,  5.3,-,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-27,14.9,18.0,11.8,-,-,-,  5.7,  7.7,-,-,-,-,1.3,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-26,9.3,12.2,4.9,-,-,-,  7.3,  7.3,-,-,-,-,0.9,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-25,7.0,12.1,2.9,-,-,-,  2.0,  5.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-24,8.5,13.1,6.2,-,-,-,  4.0,  4.0,-,-,-,-,4.5,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-23,9.8,12.8,8.1,-,-,-,  5.3,  3.3,-,-,-,-,3.8,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-22,13.0,24.2,8.9,-,-,-,  5.0,  6.7,-,-,-,-,3.1,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-21,21.5,28.6,13.8,-,-,-,  5.3,  3.0,-,-,-,-,4.9,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-20,18.3,28.1,13.3,-,-,-,  4.0,  2.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-19,17.8,26.3,12.5,-,-,-,  1.3,  2.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-18,17.1,26.8,8.7,-,-,-,  4.7,  1.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-17,15.6,23.4,8.6,-,-,-,  7.0,  3.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-16,12.1,17.6,7.9,-,-,-,  4.7,  1.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-15,15.0,20.1,10.8,-,-,-,  5.3,  3.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-14,12.5,20.4,6.1,-,-,-,  6.3,  0.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-13,13.4,18.1,10.5,-,-,-,  7.3,  2.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-12,17.2,21.9,14.2,-,-,-,  7.0,  4.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-11,16.5,20.0,13.6,-,-,-,  7.3,  2.7,-,-,-,-,0.9,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-10,16.9,24.2,10.5,-,-,-,  5.7,  1.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-09,12.8,20.1,7.2,-,-,-,  3.7,  2.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-08,15.8,19.9,13.6,-,-,-,  5.3,  2.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-07,18.4,23.6,15.1,-,-,-,  5.3,  1.7,-,-,-,-,4.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-06,16.9,20.5,13.6,-,-,-,  3.7,  2.3,-,-,-,-,4.5,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-05,16.6,21.3,12.6,-,-,-,  4.3,  3.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-04,17.2,21.6,13.5,-,-,-,  5.3,  3.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-03,17.1,20.8,13.2,-,-,-,  1.0,  3.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-02,16.5,20.5,12.8,-,-,-,  5.7,  2.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-01,7.0,11.8,1.4,-,-,-,  7.0,  4.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-31,8.6,15.9,5.2,-,-,-,  1.0,  3.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-30,11.4,16.8,2.8,-,-,-,  6.0,  7.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-29,3.4,5.3,2.5,-,-,-,  8.0,  6.3,-,-,-,-,2.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-28,3.7,6.4,1.1,-,-,-,  7.0,  3.0,-,-,-,-,9.3,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-27,6.7,8.9,5.1,-,-,-,  6.3,  6.3,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-26,7.2,9.3,5.2,-,-,-,  7.3,  4.0,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-25,6.8,10.7,2.8,-,-,-,  6.0,  7.7,-,-,-,-,3.4,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-24,5.7,9.1,3.7,-,-,-,  4.3, 11.0,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-23,7.5,10.1,5.4,-,-,-,  7.7,  8.0,-,-,-,-,24.5,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-22,7.6,10.1,6.3,-,-,-,  5.3,  4.7,-,-,-,-,1.8,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-21,6.3,13.2,2.0,-,-,-,  2.7,  3.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-20,6.9,11.8,1.9,-,-,-,  7.0,  2.7,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-19,7.9,13.9,5.7,-,-,-,  3.0,  2.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-18,11.1,19.7,6.2,-,-,-,  3.3,  2.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-17,11.0,21.1,4.3,-,-,-,  1.0,  1.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-16,13.0,20.8,8.6,-,-,-,  2.0,  1.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-15,15.1,21.8,10.6,-,-,-,  0.7,  2.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-14,14.6,20.7,9.4,-,-,-,  0.0,  3.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-13,14.4,21.8,8.4,-,-,-,  0.0,  1.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-12,13.9,20.0,7.9,-,-,-,  0.7,  2.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-11,12.3,19.4,6.3,-,-,-,  0.0,  4.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-10,12.3,21.0,7.0,-,-,-,  5.0,  2.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-09,9.8,17.0,5.1,-,-,-,  4.7,  2.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-08,7.9,13.1,4.2,-,-,-,  5.7,  1.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-07,10.5,16.0,7.1,-,-,-,  7.0,  4.3,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-06,12.3,19.6,7.5,-,-,-,  1.3,  3.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-05,13.1,17.2,9.3,-,-,-,  5.0,  4.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-04,8.1,12.9,3.5,-,-,-,  5.3,  4.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-03,7.8,9.6,6.5,-,-,-,  5.3,  8.3,-,-,-,-,1.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-10-02,7.5,10.5,6.2,-,-,-,  6.3,  5.0,-,-,-,-,6.2,-,-,-,-,-,-,-,-,-,-,-,-
2018-12-01,-6.2,-3.6,-9.0,-,-,-,  5.7,  2.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-30,-4.1,-1.3,-5.7,-,-,-,  4.3,  5.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-29,-3.8,-2.4,-5.1,-,-,-,  4.0,  6.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-28,-2.9,0.9,-4.9,-,-,-,  3.0,  2.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-27,0.5,4.0,-1.8,-,-,-,  5.7,  3.3,-,-,-,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-26,1.3,4.0,-0.8,-,-,-,  5.3,  1.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-25,2.0,4.0,0.0,-,-,-,  7.7,  1.0,-,-,-,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-24,0.5,2.2,-1.6,-,-,-,  8.0,  1.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-23,-2.7,-1.5,-3.8,-,-,-,  8.0,  3.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-22,-1.9,-0.5,-2.5,-,-,-,  7.7,  1.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-21,-0.5,1.7,-2.6,-,-,-,  8.0,  4.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-20,2.2,3.8,1.1,-,-,-,  8.0,  5.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-19,4.0,5.1,3.4,-,-,-,  7.7,  6.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-18,3.6,7.7,-1.3,-,-,-,  7.3,  4.7,-,-,-,-,8.3,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-17,0.2,5.1,-2.4,-,-,-,  4.7,  0.7,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-16,3.0,7.9,-1.1,-,-,-,  8.0,  3.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-15,7.9,10.1,6.9,-,-,-,  7.3,  0.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-14,8.2,9.4,7.4,-,-,-,  7.3,  3.3,-,-,-,-,6.8,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-13,9.1,11.0,8.1,-,-,-,  8.0,  2.3,-,-,-,-,11.9,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-12,8.2,10.1,6.3,-,-,-,  7.7,  2.7,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-11,6.8,8.2,5.7,-,-,-,  8.0,  4.0,-,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-10,7.9,8.5,7.0,-,-,-,  8.0,  2.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-09,7.2,8.4,5.4,-,-,-,  8.0,  2.7,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-08,6.1,13.9,1.3,-,-,-,  3.7,  1.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-07,8.4,13.0,5.4,-,-,-,  0.0,  4.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-06,11.1,14.6,8.3,-,-,-,  2.7,  4.3,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-05,9.8,11.5,8.3,-,-,-,  8.0,  4.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-04,5.0,8.5,-0.2,-,-,-,  7.7,  4.0,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-03,6.4,10.4,4.0,-,-,-,  5.0,  1.7,-,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-
2018-11-02,9.6,12.8,7.9,-,-,-,  6.7,  2.3,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-
